Sigla UF,UF,Admissões,Desligamentos,Saldo,Bolsa Familia,Ano,CadUnico,Faixa Etária,Categoria,Grau de Instrução,Raça/Cor,Setor Econômico,Sexo,Situação de Pobreza
PB,Paraíba,7228,7038,190,,2022,,,,,,Agronegocio,,
PR,Paraná,57538,55390,2148,,2022,,,,,,Agronegocio,,
PE,Pernambuco,42080,41327,753,,2022,,,,,,Agronegocio,,
PI,Piauí,9533,8690,843,,2022,,,,,,Agronegocio,,
RJ,Rio de Janeiro,11703,11199,504,,2022,,,,,,Agronegocio,,
RN,Rio Grande do Norte,11265,11399,-134,,2022,,,,,,Agronegocio,,
RS,Rio Grande do Sul,64234,61425,2809,,2022,,,,,,Agronegocio,,
RO,Rondônia,9882,8720,1162,,2022,,,,,,Agronegocio,,
RR,Roraima,2081,1580,501,,2022,,,,,,Agronegocio,,
SC,Santa Catarina,37912,37243,669,,2022,,,,,,Agronegocio,,
SP,São Paulo,210831,198031,12800,,2022,,,,,,Agronegocio,,
SE,Sergipe,6342,6206,136,,2022,,,,,,Agronegocio,,
TO,Tocantins,15388,13347,2041,,2022,,,,,,Agronegocio,,
Não informado,Não informado,119895,120729,-834,,2022,,,,,,Agronegocio,,
AC,Acre,15780,13693,2087,,2022,,,,,,Comercio,,
AL,Alagoas,42990,38433,4557,,2022,,,,,,Comercio,,
AP,Amapá,14977,13578,1399,,2022,,,,,,Comercio,,
AM,Amazonas,62333,53575,8758,,2022,,,,,,Comercio,,
BA,Bahia,198272,181088,17184,,2022,,,,,,Comercio,,
CE,Ceará,118044,108632,9412,,2022,,,,,,Comercio,,
DF,Distrito Federal,102894,96564,6330,,2022,,,,,,Comercio,,
ES,Espírito Santo,128941,118418,10523,,2022,,,,,,Comercio,,
GO,Goiás,210668,194336,16332,,2022,,,,,,Comercio,,
MA,Maranhão,74548,65123,9425,,2022,,,,,,Comercio,,
MT,Mato Grosso,174403,160159,14244,,2022,,,,,,Comercio,,
MS,Mato Grosso do Sul,93403,85237,8166,,2022,,,,,,Comercio,,
MG,Minas Gerais,577140,551480,25660,,2022,,,,,,Comercio,,
PA,Pará,112904,103193,9711,,2022,,,,,,Comercio,,
PB,Paraíba,47207,42587,4620,,2022,,,,,,Comercio,,
PR,Paraná,431833,410348,21485,,2022,,,,,,Comercio,,
PE,Pernambuco,127325,116677,10648,,2022,,,,,,Comercio,,
PI,Piauí,37535,34059,3476,,2022,,,,,,Comercio,,
RJ,Rio de Janeiro,367951,354183,13768,,2022,,,,,,Comercio,,
RN,Rio Grande do Norte,50799,46630,4169,,2022,,,,,,Comercio,,
RS,Rio Grande do Sul,366157,348254,17903,,2022,,,,,,Comercio,,
RO,Rondônia,59526,56157,3369,,2022,,,,,,Comercio,,
RR,Roraima,19113,16172,2941,,2022,,,,,,Comercio,,
SC,Santa Catarina,339806,321976,17830,,2022,,,,,,Comercio,,
SP,São Paulo,1464043,1362387,101656,,2022,,,,,,Comercio,,
SE,Sergipe,28331,25177,3154,,2022,,,,,,Comercio,,
TO,Tocantins,35056,31083,3973,,2022,,,,,,Comercio,,
Não informado,Não informado,74,81,-7,,2022,,,,,,Comercio,,
AC,Acre,6933,5465,1468,,2022,,,,,,Construcao,,
AL,Alagoas,22235,20082,2153,,2022,,,,,,Construcao,,
AP,Amapá,5881,5216,665,,2022,,,,,,Construcao,,
AM,Amazonas,19325,18329,996,,2022,,,,,,Construcao,,
BA,Bahia,134418,114631,19787,,2022,,,,,,Construcao,,
CE,Ceará,66323,57682,8641,,2022,,,,,,Construcao,,
DF,Distrito Federal,43803,36888,6915,,2022,,,,,,Construcao,,
ES,Espírito Santo,52558,47377,5181,,2022,,,,,,Construcao,,
GO,Goiás,89535,80200,9335,,2022,,,,,,Construcao,,
MA,Maranhão,38425,37101,1324,,2022,,,,,,Construcao,,
MT,Mato Grosso,56508,52519,3989,,2022,,,,,,Construcao,,
MS,Mato Grosso do Sul,32562,26956,5606,,2022,,,,,,Construcao,,
MG,Minas Gerais,316761,310172,6589,,2022,,,,,,Construcao,,
PA,Pará,76195,77105,-910,,2022,,,,,,Construcao,,
PB,Paraíba,31282,28804,2478,,2022,,,,,,Construcao,,
PR,Paraná,137758,135241,2517,,2022,,,,,,Construcao,,
PE,Pernambuco,58132,49246,8886,,2022,,,,,,Construcao,,
PI,Piauí,21057,21291,-234,,2022,,,,,,Construcao,,
RJ,Rio de Janeiro,144291,116534,27757,,2022,,,,,,Construcao,,
RN,Rio Grande do Norte,30627,26314,4313,,2022,,,,,,Construcao,,
RS,Rio Grande do Sul,99276,92449,6827,,2022,,,,,,Construcao,,
RO,Rondônia,10162,9381,781,,2022,,,,,,Construcao,,
RR,Roraima,4180,4479,-299,,2022,,,,,,Construcao,,
SC,Santa Catarina,124978,114627,10351,,2022,,,,,,Construcao,,
SP,São Paulo,580944,524279,56665,,2022,,,,,,Construcao,,
SE,Sergipe,17286,15469,1817,,2022,,,,,,Construcao,,
TO,Tocantins,15153,15728,-575,,2022,,,,,,Construcao,,
Não informado,Não informado,244,245,-1,,2022,,,,,,Construcao,,
AC,Acre,3311,3283,28,,2022,,,,,,Industria,,
AL,Alagoas,39841,35072,4769,,2022,,,,,,Industria,,
AP,Amapá,2467,2391,76,,2022,,,,,,Industria,,
AM,Amazonas,42238,37454,4784,,2022,,,,,,Industria,,
BA,Bahia,106728,86947,19781,,2022,,,,,,Industria,,
CE,Ceará,90452,83434,7018,,2022,,,,,,Industria,,
DF,Distrito Federal,17694,15981,1713,,2022,,,,,,Industria,,
ES,Espírito Santo,78166,73388,4778,,2022,,,,,,Industria,,
GO,Goiás,139431,130895,8536,,2022,,,,,,Industria,,
MA,Maranhão,19330,15980,3350,,2022,,,,,,Industria,,
MT,Mato Grosso,78410,74384,4026,,2022,,,,,,Industria,,
MS,Mato Grosso do Sul,52437,48805,3632,,2022,,,,,,Industria,,
MG,Minas Gerais,393812,366914,26898,,2022,,,,,,Industria,,
PA,Pará,50206,47032,3174,,2022,,,,,,Industria,,
PB,Paraíba,28266,24590,3676,,2022,,,,,,Industria,,
PR,Paraná,335841,320830,15011,,2022,,,,,,Industria,,
PE,Pernambuco,82835,75483,7352,,2022,,,,,,Industria,,
PI,Piauí,12890,12384,506,,2022,,,,,,Industria,,
RJ,Rio de Janeiro,135905,111899,24006,,2022,,,,,,Industria,,
RN,Rio Grande do Norte,25602,22958,2644,,2022,,,,,,Industria,,
RS,Rio Grande do Sul,347479,325059,22420,,2022,,,,,,Industria,,
RO,Rondônia,22310,20814,1496,,2022,,,,,,Industria,,
RR,Roraima,2520,2182,338,,2022,,,,,,Industria,,
SC,Santa Catarina,388824,383771,5053,,2022,,,,,,Industria,,
SP,São Paulo,893180,821082,72098,,2022,,,,,,Industria,,
SE,Sergipe,15769,15875,-106,,2022,,,,,,Industria,,
TO,Tocantins,10969,9452,1517,,2022,,,,,,Industria,,
Não informado,Não informado,31,51,-20,,2022,,,,,,Industria,,
AC,Acre,22017,18136,3881,,2022,,,,,,Servico,,
AL,Alagoas,67566,58489,9077,,2022,,,,,,Servico,,
AP,Amapá,19331,16041,3290,,2022,,,,,,Servico,,
AM,Amazonas,120557,100196,20361,,2022,,,,,,Servico,,
BA,Bahia,372477,313739,58738,,2022,,,,,,Servico,,
CE,Ceará,257677,216762,40915,,2022,,,,,,Servico,,
DF,Distrito Federal,241753,210349,31404,,2022,,,,,,Servico,,
ES,Espírito Santo,190451,166923,23528,,2022,,,,,,Servico,,
GO,Goiás,365839,318770,47069,,2022,,,,,,Servico,,
MA,Maranhão,105807,82016,23791,,2022,,,,,,Servico,,
MT,Mato Grosso,190106,164513,25593,,2022,,,,,,Servico,,
MS,Mato Grosso do Sul,136606,120648,15958,,2022,,,,,,Servico,,
MG,Minas Gerais,997502,886277,111225,,2022,,,,,,Servico,,
PA,Pará,152928,135850,17078,,2022,,,,,,Servico,,
PB,Paraíba,79331,67535,11796,,2022,,,,,,Servico,,
PR,Paraná,780213,702962,77251,,2022,,,,,,Servico,,
PE,Pernambuco,263217,227427,35790,,2022,,,,,,Servico,,
PI,Piauí,52644,44155,8489,,2022,,,,,,Servico,,
RJ,Rio de Janeiro,873815,749814,124001,,2022,,,,,,Servico,,
RN,Rio Grande do Norte,82579,72581,9998,,2022,,,,,,Servico,,
RS,Rio Grande do Sul,548333,498301,50032,,2022,,,,,,Servico,,
RO,Rondônia,55655,46312,9343,,2022,,,,,,Servico,,
RR,Roraima,20027,16075,3952,,2022,,,,,,Servico,,
SC,Santa Catarina,599980,543107,56873,,2022,,,,,,Servico,,
SP,São Paulo,3852996,3529863,323133,,2022,,,,,,Servico,,
SE,Sergipe,48436,41602,6834,,2022,,,,,,Servico,,
TO,Tocantins,43114,35468,7646,,2022,,,,,,Servico,,
Não informado,Não informado,6267,6861,-594,,2022,,,,,,Servico,,
AC,Acre,1928,1731,197,,2023,,,,,,Agronegocio,,
AL,Alagoas,7761,7931,-170,,2023,,,,,,Agronegocio,,
AP,Amapá,749,584,165,,2023,,,,,,Agronegocio,,
AM,Amazonas,1912,2144,-232,,2023,,,,,,Agronegocio,,
BA,Bahia,77184,71173,6011,,2023,,,,,,Agronegocio,,
CE,Ceará,10213,9361,852,,2023,,,,,,Agronegocio,,
DF,Distrito Federal,2861,2820,41,,2023,,,,,,Agronegocio,,
ES,Espírito Santo,28479,28278,201,,2023,,,,,,Agronegocio,,
GO,Goiás,87057,87675,-618,,2023,,,,,,Agronegocio,,
MA,Maranhão,19502,17590,1912,,2023,,,,,,Agronegocio,,
MT,Mato Grosso,102296,96152,6144,,2023,,,,,,Agronegocio,,
MS,Mato Grosso do Sul,57296,53221,4075,,2023,,,,,,Agronegocio,,
MG,Minas Gerais,199732,198559,1173,,2023,,,,,,Agronegocio,,
PA,Pará,32632,31967,665,,2023,,,,,,Agronegocio,,
PB,Paraíba,6890,6747,143,,2023,,,,,,Agronegocio,,
PR,Paraná,59546,56154,3392,,2023,,,,,,Agronegocio,,
PE,Pernambuco,39196,37964,1232,,2023,,,,,,Agronegocio,,
PI,Piauí,10537,9487,1050,,2023,,,,,,Agronegocio,,
RJ,Rio de Janeiro,8856,8926,-70,,2023,,,,,,Agronegocio,,
RN,Rio Grande do Norte,11917,10705,1212,,2023,,,,,,Agronegocio,,
RS,Rio Grande do Sul,72034,70919,1115,,2023,,,,,,Agronegocio,,
RO,Rondônia,9502,8716,786,,2023,,,,,,Agronegocio,,
RR,Roraima,2675,2073,602,,2023,,,,,,Agronegocio,,
SC,Santa Catarina,40811,39973,838,,2023,,,,,,Agronegocio,,
SP,São Paulo,224642,220790,3852,,2023,,,,,,Agronegocio,,
SE,Sergipe,5729,6063,-334,,2023,,,,,,Agronegocio,,
TO,Tocantins,15586,14140,1446,,2023,,,,,,Agronegocio,,
Não informado,Não informado,115207,115722,-515,,2023,,,,,,Agronegocio,,
AC,Acre,15942,15187,755,,2023,,,,,,Comercio,,
AL,Alagoas,42944,39261,3683,,2023,,,,,,Comercio,,
AP,Amapá,15468,14034,1434,,2023,,,,,,Comercio,,
AM,Amazonas,61317,57210,4107,,2023,,,,,,Comercio,,
BA,Bahia,204665,189858,14807,,2023,,,,,,Comercio,,
CE,Ceará,124558,112100,12458,,2023,,,,,,Comercio,,
DF,Distrito Federal,102641,99655,2986,,2023,,,,,,Comercio,,
ES,Espírito Santo,139652,131096,8556,,2023,,,,,,Comercio,,
GO,Goiás,212326,201698,10628,,2023,,,,,,Comercio,,
MA,Maranhão,75675,67829,7846,,2023,,,,,,Comercio,,
MT,Mato Grosso,176396,169384,7012,,2023,,,,,,Comercio,,
MS,Mato Grosso do Sul,97738,92306,5432,,2023,,,,,,Comercio,,
MG,Minas Gerais,604001,580806,23195,,2023,,,,,,Comercio,,
PA,Pará,115152,105193,9959,,2023,,,,,,Comercio,,
PB,Paraíba,50891,44951,5940,,2023,,,,,,Comercio,,
PR,Paraná,439642,422952,16690,,2023,,,,,,Comercio,,
PE,Pernambuco,136313,123625,12688,,2023,,,,,,Comercio,,
PI,Piauí,38939,34423,4516,,2023,,,,,,Comercio,,
RJ,Rio de Janeiro,382685,362574,20111,,2023,,,,,,Comercio,,
RN,Rio Grande do Norte,53183,48827,4356,,2023,,,,,,Comercio,,
RS,Rio Grande do Sul,374626,362833,11793,,2023,,,,,,Comercio,,
RO,Rondônia,57962,56306,1656,,2023,,,,,,Comercio,,
RR,Roraima,17642,17179,463,,2023,,,,,,Comercio,,
SC,Santa Catarina,347259,335548,11711,,2023,,,,,,Comercio,,
SP,São Paulo,1512557,1446291,66266,,2023,,,,,,Comercio,,
SE,Sergipe,29399,26370,3029,,2023,,,,,,Comercio,,
TO,Tocantins,37318,34394,2924,,2023,,,,,,Comercio,,
Não informado,Não informado,75,66,9,,2023,,,,,,Comercio,,
AC,Acre,5809,5183,626,,2023,,,,,,Construcao,,
AL,Alagoas,22877,20620,2257,,2023,,,,,,Construcao,,
AP,Amapá,4569,4882,-313,,2023,,,,,,Construcao,,
AM,Amazonas,21533,19056,2477,,2023,,,,,,Construcao,,
BA,Bahia,123644,123027,617,,2023,,,,,,Construcao,,
CE,Ceará,71934,65257,6677,,2023,,,,,,Construcao,,
DF,Distrito Federal,46962,40946,6016,,2023,,,,,,Construcao,,
ES,Espírito Santo,56515,51012,5503,,2023,,,,,,Construcao,,
GO,Goiás,95185,91820,3365,,2023,,,,,,Construcao,,
MA,Maranhão,36648,36088,560,,2023,,,,,,Construcao,,
MT,Mato Grosso,55937,53730,2207,,2023,,,,,,Construcao,,
MS,Mato Grosso do Sul,39351,36737,2614,,2023,,,,,,Construcao,,
MG,Minas Gerais,319925,306602,13323,,2023,,,,,,Construcao,,
PA,Pará,80079,72339,7740,,2023,,,,,,Construcao,,
PB,Paraíba,34919,29691,5228,,2023,,,,,,Construcao,,
PR,Paraná,142813,134309,8504,,2023,,,,,,Construcao,,
PE,Pernambuco,54894,52824,2070,,2023,,,,,,Construcao,,
PI,Piauí,25837,21670,4167,,2023,,,,,,Construcao,,
RJ,Rio de Janeiro,138705,116561,22144,,2023,,,,,,Construcao,,
RN,Rio Grande do Norte,34162,30379,3783,,2023,,,,,,Construcao,,
RS,Rio Grande do Sul,95783,97424,-1641,,2023,,,,,,Construcao,,
RO,Rondônia,10873,10058,815,,2023,,,,,,Construcao,,
RR,Roraima,4685,4671,14,,2023,,,,,,Construcao,,
SC,Santa Catarina,123383,117390,5993,,2023,,,,,,Construcao,,
SP,São Paulo,623829,574578,49251,,2023,,,,,,Construcao,,
SE,Sergipe,16881,15012,1869,,2023,,,,,,Construcao,,
TO,Tocantins,13512,13026,486,,2023,,,,,,Construcao,,
Não informado,Não informado,244,194,50,,2023,,,,,,Construcao,,
AC,Acre,4001,3335,666,,2023,,,,,,Industria,,
AL,Alagoas,38366,34656,3710,,2023,,,,,,Industria,,
AP,Amapá,3382,2551,831,,2023,,,,,,Industria,,
AM,Amazonas,40380,37537,2843,,2023,,,,,,Industria,,
BA,Bahia,102509,100279,2230,,2023,,,,,,Industria,,
CE,Ceará,92601,90188,2413,,2023,,,,,,Industria,,
DF,Distrito Federal,19313,18217,1096,,2023,,,,,,Industria,,
ES,Espírito Santo,81057,75664,5393,,2023,,,,,,Industria,,
GO,Goiás,146585,139222,7363,,2023,,,,,,Industria,,
MA,Maranhão,20158,17191,2967,,2023,,,,,,Industria,,
MT,Mato Grosso,84863,77168,7695,,2023,,,,,,Industria,,
MS,Mato Grosso do Sul,58455,53097,5358,,2023,,,,,,Industria,,
MG,Minas Gerais,415687,400864,14823,,2023,,,,,,Industria,,
PA,Pará,57777,49448,8329,,2023,,,,,,Industria,,
PB,Paraíba,26094,28329,-2235,,2023,,,,,,Industria,,
PR,Paraná,343023,335918,7105,,2023,,,,,,Industria,,
PE,Pernambuco,87450,82729,4721,,2023,,,,,,Industria,,
PI,Piauí,13880,12483,1397,,2023,,,,,,Industria,,
RJ,Rio de Janeiro,138507,120699,17808,,2023,,,,,,Industria,,
RN,Rio Grande do Norte,27196,25426,1770,,2023,,,,,,Industria,,
RS,Rio Grande do Sul,334562,342136,-7574,,2023,,,,,,Industria,,
RO,Rondônia,23877,21913,1964,,2023,,,,,,Industria,,
RR,Roraima,2636,2549,87,,2023,,,,,,Industria,,
SC,Santa Catarina,382655,384990,-2335,,2023,,,,,,Industria,,
SP,São Paulo,907532,874284,33248,,2023,,,,,,Industria,,
SE,Sergipe,18035,15784,2251,,2023,,,,,,Industria,,
TO,Tocantins,11062,10072,990,,2023,,,,,,Industria,,
Não informado,Não informado,32,36,-4,,2023,,,,,,Industria,,
AC,Acre,23304,21089,2215,,2023,,,,,,Servico,,
AL,Alagoas,76254,63661,12593,,2023,,,,,,Servico,,
AP,Amapá,19888,15880,4008,,2023,,,,,,Servico,,
AM,Amazonas,119130,106766,12364,,2023,,,,,,Servico,,
BA,Bahia,377570,330136,47434,,2023,,,,,,Servico,,
CE,Ceará,261740,231978,29762,,2023,,,,,,Servico,,
DF,Distrito Federal,242493,215929,26564,,2023,,,,,,Servico,,
ES,Espírito Santo,202400,187630,14770,,2023,,,,,,Servico,,
GO,Goiás,373435,345345,28090,,2023,,,,,,Servico,,
MA,Maranhão,96435,87852,8583,,2023,,,,,,Servico,,
MT,Mato Grosso,201479,185402,16077,,2023,,,,,,Servico,,
MS,Mato Grosso do Sul,141708,131538,10170,,2023,,,,,,Servico,,
MG,Minas Gerais,1052282,966653,85629,,2023,,,,,,Servico,,
PA,Pará,165370,146686,18684,,2023,,,,,,Servico,,
PB,Paraíba,80907,70858,10049,,2023,,,,,,Servico,,
PR,Paraná,798218,746795,51423,,2023,,,,,,Servico,,
PE,Pernambuco,272066,241663,30403,,2023,,,,,,Servico,,
PI,Piauí,57421,48505,8916,,2023,,,,,,Servico,,
RJ,Rio de Janeiro,875422,781181,94241,,2023,,,,,,Servico,,
RN,Rio Grande do Norte,86704,75335,11369,,2023,,,,,,Servico,,
RS,Rio Grande do Sul,548755,505863,42892,,2023,,,,,,Servico,,
RO,Rondônia,57201,51376,5825,,2023,,,,,,Servico,,
RR,Roraima,20382,16495,3887,,2023,,,,,,Servico,,
SC,Santa Catarina,610973,564998,45975,,2023,,,,,,Servico,,
SP,São Paulo,3930016,3702655,227361,,2023,,,,,,Servico,,
SE,Sergipe,51753,45240,6513,,2023,,,,,,Servico,,
TO,Tocantins,48148,40814,7334,,2023,,,,,,Servico,,
